mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.8,"36 km SE of Mina, Nevada",1660680776519,1660703998503,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00845141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00845141&format=geojson,,,,,reviewed,0,10,nn,00845141,",nn00845141,",",nn,",",origin,phase-data,",15.0,0.124,0.1007,165.75,ml,earthquake,"M 0.8 - 36 km SE of Mina, Nevada"
2.08,"3 km NNE of P?hala, Hawaii",1660680697310,1663178641040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73111497,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73111497&format=geojson,,,,,automatic,0,67,hv,73111497,",us6000ibey,hv73111497,",",us,hv,",",origin,phase-data,",43.0,,0.109999999,101.0,ml,earthquake,"M 2.1 - 3 km NNE of P?hala, Hawaii"
0.0,"31 km W of Indian Springs, Nevada",1660680246257,1660704011878,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00845167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00845167&format=geojson,,,,,reviewed,0,0,nn,00845167,",nn00845167,",",nn,",",origin,phase-data,",8.0,0.105,0.0725,287.5,ml,earthquake,"M 0.0 - 31 km W of Indian Springs, Nevada"
4.1,,1660679818764,1663178513040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c5&format=geojson,,,,,reviewed,0,259,us,7000i2c5,",us7000i2c5,",",us,",",origin,phase-data,",14.0,2.814,0.74,97.0,mb,earthquake,M 4.1 - 
2.14,"9 km ESE of P?hala, Hawaii",1660679407650,1660679739120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73111457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73111457&format=geojson,,,,,automatic,0,70,hv,73111457,",hv73111457,",",hv,",",origin,phase-data,",44.0,,0.119999997,178.0,ml,earthquake,"M 2.1 - 9 km ESE of P?hala, Hawaii"
0.72,"23km ESE of Little Lake, CA",1660679078600,1660682523216,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40326528,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40326528&format=geojson,,,,,reviewed,0,8,ci,40326528,",ci40326528,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.07886,0.14,97.0,ml,earthquake,"M 0.7 - 23km ESE of Little Lake, CA"
3.44,"83 km N of Brenas, Puerto Rico",1660678156710,1663177674040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71366403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71366403&format=geojson,1.0,2.0,,,reviewed,0,182,pr,71366403,",pr71366403,us6000ibem,",",pr,us,",",dyfi,origin,phase-data,",23.0,,0.24,246.0,md,earthquake,"M 3.4 - 83 km N of Brenas, Puerto Rico"
2.3,"46 km NW of Toyah, Texas",1660678077198,1660718165010,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022qaft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022qaft&format=geojson,,,,,reviewed,0,81,tx,2022qaft,",tx2022qaft,",",tx,",",origin,phase-data,",15.0,0.1044220984,0.3,62.0,ml,earthquake,"M 2.3 - 46 km NW of Toyah, Texas"
4.3,"13 km NNE of Kefamenanu, Indonesia",1660677934739,1663177442040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2ca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2ca&format=geojson,,,,,reviewed,0,284,us,7000i2ca,",us7000i2ca,",",us,",",origin,phase-data,",18.0,0.489,0.61,64.0,mb,earthquake,"M 4.3 - 13 km NNE of Kefamenanu, Indonesia"
4.6,south of the Kermadec Islands,1660677851035,1663248394040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c4&format=geojson,,,,,reviewed,0,326,us,7000i2c4,",us7000i2c4,",",us,",",origin,phase-data,",25.0,3.61,1.02,153.0,mb,earthquake,M 4.6 - south of the Kermadec Islands
4.9,,1660677016648,1663099979040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c2&format=geojson,,,,,reviewed,0,369,us,7000i2c2,",us7000i2c2,",",us,",",origin,phase-data,",36.0,7.217,0.7,93.0,mb,earthquake,M 4.9 - 
1.39,"4km NE of Rancho San Diego, CA",1660676656190,1660682305199,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40326504,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40326504&format=geojson,,,,,reviewed,0,30,ci,40326504,",ci40326504,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.04906,0.25,91.0,ml,quarry blast,"M 1.4 Quarry Blast - 4km NE of Rancho San Diego, CA"
1.46,"9 km SE of Molalla, Oregon",1660676476740,1660708908310,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61872906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61872906&format=geojson,,,,,reviewed,0,33,uw,61872906,",uw61872906,",",uw,",",origin,phase-data,",9.0,0.1126,0.11,106.0,md,explosion,"M 1.5 Explosion - 9 km SE of Molalla, Oregon"
4.6,"Kermadec Islands, New Zealand",1660675828107,1663098265040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c1&format=geojson,,,,,reviewed,0,326,us,7000i2c1,",us7000i2c1,",",us,",",origin,phase-data,",17.0,1.365,1.13,175.0,mb,earthquake,"M 4.6 - Kermadec Islands, New Zealand"
1.06,"6km NNW of Pinnacles, CA",1660675409980,1660711643764,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768840,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768840&format=geojson,,,,,reviewed,0,17,nc,73768840,",nc73768840,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01693,0.08,122.0,md,earthquake,"M 1.1 - 6km NNW of Pinnacles, CA"
2.15,"5km NNW of Pinnacles, CA",1660675221440,1660716791416,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768835,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768835&format=geojson,,,,,reviewed,0,71,nc,73768835,",nc73768835,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",37.0,0.0151,0.08,65.0,md,earthquake,"M 2.2 - 5km NNW of Pinnacles, CA"
2.03,"10 km NE of P?hala, Hawaii",1660674665130,1660675071110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73111382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73111382&format=geojson,,,,,automatic,0,63,hv,73111382,",hv73111382,",",hv,",",origin,phase-data,",34.0,,0.159999996,128.0,ml,earthquake,"M 2.0 - 10 km NE of P?hala, Hawaii"
1.91,"5km NNW of Pinnacles, CA",1660674591810,1660710551649,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768830,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768830&format=geojson,,,,,reviewed,0,56,nc,73768830,",nc73768830,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01641,0.06,120.0,md,earthquake,"M 1.9 - 5km NNW of Pinnacles, CA"
1.66,"2km E of Aromas, CA",1660674132040,1660697174951,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768825,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768825&format=geojson,,,,,reviewed,0,42,nc,73768825,",nc73768825,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.0228,0.13,72.0,md,quarry blast,"M 1.7 Quarry Blast - 2km E of Aromas, CA"
1.9,"59 km NNE of Kobuk, Alaska",1660674122782,1660674282981,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahddnfj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahddnfj&format=geojson,,,,,automatic,0,56,ak,022ahddnfj,",ak022ahddnfj,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.9 - 59 km NNE of Kobuk, Alaska"
4.5,"44 km S of Pocito, Argentina",1660673874118,1663093916040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibe5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibe5&format=geojson,,,,,reviewed,0,312,us,6000ibe5,",us6000ibe5,",",us,",",origin,phase-data,",49.0,0.543,0.74,81.0,mb,earthquake,"M 4.5 - 44 km S of Pocito, Argentina"
4.5,East Timor region,1660673650341,1663093529040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibe6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibe6&format=geojson,,,,,reviewed,0,312,us,6000ibe6,",us6000ibe6,",",us,",",origin,phase-data,",30.0,3.444,0.96,46.0,mb,earthquake,M 4.5 - East Timor region
1.7,"7 km ENE of Ninilchik, Alaska",1660673537119,1660673622191,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahdbje7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahdbje7&format=geojson,,,,,automatic,0,44,ak,022ahdbje7,",ak022ahdbje7,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.7 - 7 km ENE of Ninilchik, Alaska"
1.4,"20 km E of Chase, Alaska",1660673518188,1660673619762,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahdbeui,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahdbeui&format=geojson,,,,,automatic,0,30,ak,022ahdbeui,",ak022ahdbeui,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.4 - 20 km E of Chase, Alaska"
3.3,,1660673459215,1663092699489,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibe4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibe4&format=geojson,5.0,2.9,,,reviewed,0,169,us,6000ibe4,",us6000ibe4,",",us,",",dyfi,origin,phase-data,",12.0,0.227,0.31,98.0,ml,earthquake,M 3.3 - 
1.37,"14 km SSE of Sunnyside, Utah",1660673246770,1660674863640,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510107,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510107&format=geojson,,,,,reviewed,0,29,uu,60510107,",uu60510107,",",uu,",",origin,phase-data,",5.0,0.008175,0.04,180.0,md,earthquake,"M 1.4 - 14 km SSE of Sunnyside, Utah"
4.3,Fiji region,1660672853751,1663090091040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c9&format=geojson,,,,,reviewed,0,284,us,7000i2c9,",us7000i2c9,",",us,",",origin,phase-data,",21.0,3.854,0.66,91.0,mb,earthquake,M 4.3 - Fiji region
0.85,"8km W of Cobb, CA",1660672279960,1660674259821,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768810&format=geojson,,,,,automatic,0,11,nc,73768810,",nc73768810,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01126,0.01,63.0,md,earthquake,"M 0.9 - 8km W of Cobb, CA"
-0.01,"9km ESE of Mammoth Lakes, CA",1660672157690,1660673738954,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768815&format=geojson,,,,,reviewed,0,0,nc,73768815,",nc73768815,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.02261,0.01,170.0,md,earthquake,"M 0.0 - 9km ESE of Mammoth Lakes, CA"
3.6,"12 km WSW of Hope, Alaska",1660670901876,1663077421256,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahctjjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahctjjv&format=geojson,79.0,3.1,3.091,,reviewed,0,224,ak,022ahctjjv,",us6000ibdn,ak022ahctjjv,",",us,ak,",",dyfi,origin,phase-data,shakemap,",,,0.72,,ml,earthquake,"M 3.6 - 12 km WSW of Hope, Alaska"
1.18,"5 km NNE of Limestone, Oklahoma",1660670841449,1660672431039,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022qabt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022qabt&format=geojson,,,,,reviewed,0,21,ok,2022qabt,",ok2022qabt,",",ok,",",origin,phase-data,",31.0,0.4544108291,0.37,135.0,ml,quarry blast,"M 1.2 Quarry Blast - 5 km NNE of Limestone, Oklahoma"
5.0,"92 km NNW of Lae, Papua New Guinea",1660670707983,1663076810997,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibdp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibdp&format=geojson,1.0,2.7,,,reviewed,0,385,us,6000ibdp,",us6000ibdp,",",us,",",dyfi,origin,phase-data,",147.0,3.456,0.72,33.0,mb,earthquake,"M 5.0 - 92 km NNW of Lae, Papua New Guinea"
1.0,"34 km SE of Mina, Nevada",1660669033818,1660703996615,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00845117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00845117&format=geojson,,,,,reviewed,0,15,nn,00845117,",nn00845117,",",nn,",",origin,phase-data,",17.0,0.063,0.0895,125.14,ml,earthquake,"M 1.0 - 34 km SE of Mina, Nevada"
-0.17,"95 km WNW of Aleneva, Alaska",1660668969470,1660793482960,,https://earthquake.usgs.gov/earthquakes/eventpage/av91068613,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91068613&format=geojson,,,,,reviewed,0,0,av,91068613,",av91068613,",",av,",",origin,phase-data,",5.0,,0.23,304.0,ml,earthquake,"M -0.2 - 95 km WNW of Aleneva, Alaska"
1.21,"8km ENE of Cloverdale, CA",1660668784170,1660702990868,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768800&format=geojson,,,,,reviewed,0,23,nc,73768800,",nc73768800,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.007751,0.05,80.0,md,earthquake,"M 1.2 - 8km ENE of Cloverdale, CA"
1.12,"4km SW of Newport Beach, CA",1660668647890,1660669475912,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40326432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40326432&format=geojson,,,,,reviewed,0,19,ci,40326432,",ci40326432,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.08678,0.18,147.0,ml,earthquake,"M 1.1 - 4km SW of Newport Beach, CA"
1.4,"21 km E of Chase, Alaska",1660668116726,1660668232490,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahcaz08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahcaz08&format=geojson,,,,,automatic,0,30,ak,022ahcaz08,",ak022ahcaz08,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.4 - 21 km E of Chase, Alaska"
1.82,"15 km SSE of Sunnyside, Utah",1660667926110,1660669653210,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510087&format=geojson,,,,,reviewed,0,51,uu,60510087,",uu60510087,",",uu,",",origin,phase-data,",15.0,0.02209,0.15,183.0,ml,earthquake,"M 1.8 - 15 km SSE of Sunnyside, Utah"
4.6,Molucca Sea,1660667728165,1661700869040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2bz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2bz&format=geojson,,,,,reviewed,0,326,us,7000i2bz,",us7000i2bz,",",us,",",origin,phase-data,",33.0,1.484,0.5,77.0,mb,earthquake,M 4.6 - Molucca Sea
4.5,"2 km NNE of Kanaláki, Greece",1660667680037,1661699505040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibdc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibdc&format=geojson,,,,,reviewed,0,312,us,6000ibdc,",us6000ibdc,",",us,",",origin,phase-data,",90.0,0.786,0.74,98.0,mb,earthquake,"M 4.5 - 2 km NNE of Kanaláki, Greece"
1.59,"12 km E of Huntsville, Utah",1660667260290,1660668694620,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510077&format=geojson,,,,,reviewed,0,39,uu,60510077,",uu60510077,",",uu,",",origin,phase-data,",24.0,0.2018,0.14,48.0,ml,earthquake,"M 1.6 - 12 km E of Huntsville, Utah"
2.71,"8 km WSW of Hunnewell, Kansas",1660667159450,1661698496040,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022pzzs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022pzzs&format=geojson,4.0,5.4,,,reviewed,0,115,ok,2022pzzs,",ok2022pzzs,us6000ibda,",",ok,us,",",dyfi,origin,phase-data,",100.0,0.0,0.26,74.0,ml,earthquake,"M 2.7 - 8 km WSW of Hunnewell, Kansas"
-0.42,"12km ENE of Mammoth Lakes, CA",1660666860420,1660668352050,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768795,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768795&format=geojson,,,,,reviewed,0,0,nc,73768795,",nc73768795,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.04223,0.09,261.0,md,earthquake,"M -0.4 - 12km ENE of Mammoth Lakes, CA"
1.37,"16 km SSE of Sunnyside, Utah",1660666822020,1660667304770,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510072,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510072&format=geojson,,,,,reviewed,0,29,uu,60510072,",uu60510072,",",uu,",",origin,phase-data,",8.0,0.02708,0.15,202.0,ml,earthquake,"M 1.4 - 16 km SSE of Sunnyside, Utah"
1.56,"2km ESE of Lake Henshaw, CA",1660666704400,1660668939580,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40326416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40326416&format=geojson,,,,,reviewed,0,37,ci,40326416,",ci40326416,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70.0,0.01629,0.17,20.0,ml,earthquake,"M 1.6 - 2km ESE of Lake Henshaw, CA"
1.51,"5 km NE of Roseburg North, Oregon",1660666566630,1660689118070,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61863792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61863792&format=geojson,,,,,reviewed,0,35,uw,61863792,",uw61863792,",",uw,",",origin,phase-data,",6.0,0.1027,0.08,129.0,ml,explosion,"M 1.5 Explosion - 5 km NE of Roseburg North, Oregon"
0.51,"23 km SSW of Mammoth, Wyoming",1660666408750,1660667179290,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510067&format=geojson,,,,,reviewed,0,4,uu,60510067,",uu60510067,",",uu,",",origin,phase-data,",8.0,0.03226,0.08,197.0,md,earthquake,"M 0.5 - 23 km SSW of Mammoth, Wyoming"
1.2,"81 km S of Alcan Border, Alaska",1660666017270,1660667353355,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022ahc3gyy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ahc3gyy&format=geojson,,,,,reviewed,0,22,ak,022ahc3gyy,",ak022ahc3gyy,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.2 - 81 km S of Alcan Border, Alaska"
1.23,"5 km ESE of Wayne, Oklahoma",1660665891719,1660742373979,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022pzza,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022pzza&format=geojson,,,,,reviewed,0,23,ok,2022pzza,",ok2022pzza,",",ok,",",origin,phase-data,",23.0,0.1412722776,0.27,107.0,ml,earthquake,"M 1.2 - 5 km ESE of Wayne, Oklahoma"
1.33,"14 km SSE of Sunnyside, Utah",1660665253520,1660666281730,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510062&format=geojson,,,,,reviewed,0,27,uu,60510062,",uu60510062,",",uu,",",origin,phase-data,",9.0,0.01436,0.1,195.0,ml,earthquake,"M 1.3 - 14 km SSE of Sunnyside, Utah"
1.19,"7km NW of The Geysers, CA",1660664965990,1660673350694,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768780,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768780&format=geojson,,,,,automatic,0,22,nc,73768780,",nc73768780,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.009093,0.02,47.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
4.5,"266 km ENE of Lospalos, Timor Leste",1660664934414,1661698383040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2by,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2by&format=geojson,,,,,reviewed,0,312,us,7000i2by,",us7000i2by,",",us,",",origin,phase-data,",18.0,2.029,0.81,111.0,mb,earthquake,"M 4.5 - 266 km ENE of Lospalos, Timor Leste"
0.18,"29 km E of West Yellowstone, Montana",1660664703750,1660665662540,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510057&format=geojson,,,,,reviewed,0,0,uu,60510057,",uu60510057,",",uu,",",origin,phase-data,",9.0,0.07148,0.14,121.0,md,earthquake,"M 0.2 - 29 km E of West Yellowstone, Montana"
0.07,"30 km E of West Yellowstone, Montana",1660664674740,1660665597670,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510052&format=geojson,,,,,reviewed,0,0,uu,60510052,",uu60510052,",",uu,",",origin,phase-data,",8.0,0.07022,0.11,127.0,md,earthquake,"M 0.1 - 30 km E of West Yellowstone, Montana"
0.67,"2km N of The Geysers, CA",1660664499130,1660665497819,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768775&format=geojson,,,,,automatic,0,7,nc,73768775,",nc73768775,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006208,0.01,98.0,md,earthquake,"M 0.7 - 2km N of The Geysers, CA"
0.3,"26 km SW of Mina, Nevada",1660663696860,1660704022503,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00845179,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00845179&format=geojson,,,,,reviewed,0,1,nn,00845179,",nn00845179,",",nn,",",origin,phase-data,",7.0,0.135,0.1078,244.26,ml,earthquake,"M 0.3 - 26 km SW of Mina, Nevada"
2.4,"7km S of Somes Bar, CA",1660662845460,1660674250795,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768770,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768770&format=geojson,,,,,reviewed,0,89,nc,73768770,",nc73768770,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.03374,0.22,62.0,md,earthquake,"M 2.4 - 7km S of Somes Bar, CA"
4.3,"116 km NE of Lospalos, Timor Leste",1660662691547,1661697600040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2bw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2bw&format=geojson,,,,,reviewed,0,284,us,7000i2bw,",us7000i2bw,",",us,",",origin,phase-data,",27.0,3.644,0.45,50.0,mb,earthquake,"M 4.3 - 116 km NE of Lospalos, Timor Leste"
4.5,"93 km NNE of Kuril’sk, Russia",1660662296990,1661461046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2bx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2bx&format=geojson,,,,,reviewed,0,312,us,7000i2bx,",us7000i2bx,",",us,",",origin,phase-data,",33.0,3.829,0.57,128.0,mb,earthquake,"M 4.5 - 93 km NNE of Kuril’sk, Russia"
0.84,"7km NW of The Geysers, CA",1660661946220,1660669884316,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768765,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768765&format=geojson,,,,,automatic,0,11,nc,73768765,",nc73768765,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008723,0.02,94.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA"
-0.08,"2km NW of The Geysers, CA",1660661520510,1660677079140,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73768760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73768760&format=geojson,,,,,reviewed,0,0,nc,73768760,",nc73768760,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01376,0.04,78.0,md,earthquake,"M -0.1 - 2km NW of The Geysers, CA"
0.7,"31 km SE of Mina, Nevada",1660661417011,1660703994886,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00845112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00845112&format=geojson,,,,,reviewed,0,8,nn,00845112,",nn00845112,",",nn,",",origin,phase-data,",13.0,0.081,0.1321,169.77,ml,earthquake,"M 0.7 - 31 km SE of Mina, Nevada"
-0.64,Alaska Peninsula,1660661148820,1660790627350,,https://earthquake.usgs.gov/earthquakes/eventpage/av91068603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91068603&format=geojson,,,,,reviewed,0,0,av,91068603,",av91068603,",",av,",",origin,phase-data,",4.0,,0.07,231.0,ml,earthquake,M -0.6 - Alaska Peninsula
4.8,"156 km SE of Kuril’sk, Russia",1660660654818,1661459258040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ibb7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ibb7&format=geojson,,,,,reviewed,0,354,us,6000ibb7,",us6000ibb7,",",us,",",origin,phase-data,",82.0,5.136,0.52,116.0,mb,earthquake,"M 4.8 - 156 km SE of Kuril’sk, Russia"
1.83000004,"11 km ESE of P?hala, Hawaii",1660660437880,1660660627330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73111212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73111212&format=geojson,,,,,automatic,0,52,hv,73111212,",hv73111212,",",hv,",",origin,phase-data,",41.0,,0.119999997,184.0,md,earthquake,"M 1.8 - 11 km ESE of P?hala, Hawaii"
1.57,"15 km SSE of Sunnyside, Utah",1660660207250,1660664421180,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60510047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60510047&format=geojson,,,,,reviewed,0,38,uu,60510047,",uu60510047,",",uu,",",origin,phase-data,",7.0,0.02056,0.16,199.0,ml,earthquake,"M 1.6 - 15 km SSE of Sunnyside, Utah"
4.1,"269 km WNW of Haveluloto, Tonga",1660659362688,1661458800040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i2c3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i2c3&format=geojson,,,,,reviewed,0,259,us,7000i2c3,",us7000i2c3,",",us,",",origin,phase-data,",16.0,2.434,0.56,65.0,mb,earthquake,"M 4.1 - 269 km WNW of Haveluloto, Tonga"
